athlete,athleteLabel,sportLabel,award,awardLabel,medalTypeLabel,year,countryLabel
http://www.wikidata.org/entity/Q12122075,"Мащенко, Александр Сергеевич",плавание,http://www.wikidata.org/entity/Q29032357,орден «За мужество» III степени,,,Украина
http://www.wikidata.org/entity/Q12122075,"Мащенко, Александр Сергеевич",плавание,http://www.wikidata.org/entity/Q29017353,орден «За заслуги» I степени,,,Украина
http://www.wikidata.org/entity/Q21531041,Мейделин Гровс,плавание,http://www.wikidata.org/entity/Q873364,бронзовая медаль,,,Австралия
http://www.wikidata.org/entity/Q232218,Мирея Бельмонте Гарсиа,плавание,http://www.wikidata.org/entity/Q30860334,золотая медаль Королевского ордена Спортивных заслуг,,,Испания
http://www.wikidata.org/entity/Q238266,Мирна Юкич,плавание,http://www.wikidata.org/entity/Q18658584,знак I степени почётного знака «За заслуги перед Австрийской Республикой»,,,Австрия
http://www.wikidata.org/entity/Q17712350,Михаил Романчук,плавание,http://www.wikidata.org/entity/Q29017356,орден «За заслуги» II степени,,,Украина
http://www.wikidata.org/entity/Q17712350,Михаил Романчук,плавание,http://www.wikidata.org/entity/Q29017281,орден «За заслуги» III степени,,,Украина
http://www.wikidata.org/entity/Q80609677,"Мусабеков, Фирдавсбек Улугбек угли",плавание,http://www.wikidata.org/entity/Q15243424,золотая медаль Паралимпийских игр,,,
http://www.wikidata.org/entity/Q23542541,Мэттью Абейсингх,плавание,http://www.wikidata.org/entity/Q30633544,Newsfirst Platinum Awards,,,Шри-Ланка
http://www.wikidata.org/entity/Q4315828,"Неволин-Светов, Александр Александрович",плавание,http://www.wikidata.org/entity/Q2268261,орден Почёта,,,Россия
http://www.wikidata.org/entity/Q4315828,"Неволин-Светов, Александр Александрович",плавание,http://www.wikidata.org/entity/Q791135,орден Дружбы,,,Россия
http://www.wikidata.org/entity/Q30076280,Николо Мартиненги,плавание,http://www.wikidata.org/entity/Q14539720,кавалер ордена «За заслуги перед Итальянской Республикой»,,,Италия
http://www.wikidata.org/entity/Q1848695,Орели Мюллер,плавание,http://www.wikidata.org/entity/Q2948691,чемпион мира,,,Франция
http://www.wikidata.org/entity/Q2706177,Офели-Сирьель Этьенн,плавание,http://www.wikidata.org/entity/Q13422138,кавалер ордена «За заслуги» (Франция),,,Франция
http://www.wikidata.org/entity/Q19910759,"Павленко, Артём Евгеньевич",плавание,http://www.wikidata.org/entity/Q19030089,медаль ордена «За заслуги перед Отечеством» II степени,,,Россия
http://www.wikidata.org/entity/Q28701684,Паламарчук Сергей Павлович,плавание,http://www.wikidata.org/entity/Q29032354,орден «За мужество» II степени,,,
http://www.wikidata.org/entity/Q28701684,Паламарчук Сергей Павлович,плавание,http://www.wikidata.org/entity/Q29032357,орден «За мужество» III степени,,,
http://www.wikidata.org/entity/Q81235857,"Паньков, Кирилл Дмитриевич",плавание,http://www.wikidata.org/entity/Q15243447,серебряная медаль Паралимпийских игр,,,
http://www.wikidata.org/entity/Q20716602,"Пахомов, Даниил Павлович",плавание,http://www.wikidata.org/entity/Q19030089,медаль ордена «За заслуги перед Отечеством» II степени,,,Россия
http://www.wikidata.org/entity/Q23772068,Пенни Олексяк,плавание,http://www.wikidata.org/entity/Q4377033,Премия Бобби Розенфельд,,,Канада
http://www.wikidata.org/entity/Q5285573,"Полин, Дмитрий Геннадьевич",плавание,http://www.wikidata.org/entity/Q791135,орден Дружбы,,,Россия
http://www.wikidata.org/entity/Q2356473,"Полищук, Михаил Михайлович",плавание,http://www.wikidata.org/entity/Q19030089,медаль ордена «За заслуги перед Отечеством» II степени,,,Россия
http://www.wikidata.org/entity/Q80640,Радослав Кавенцкий,плавание,http://www.wikidata.org/entity/Q21954203,серебряный крест Заслуги,,,Польша
http://www.wikidata.org/entity/Q463457,Раноми Кромовидьойо,плавание,http://www.wikidata.org/entity/Q5442991,рыцарь ордена Оранских-Нассау,,,Королевство Нидерландов
http://www.wikidata.org/entity/Q49287,Ребекка Эдлингтон,плавание,http://www.wikidata.org/entity/Q10762848,офицер ордена Британской империи,,,Великобритания
http://www.wikidata.org/entity/Q4404306,"Савченко, Оксана Владимировна",плавание,http://www.wikidata.org/entity/Q791135,орден Дружбы,,,Россия
http://www.wikidata.org/entity/Q4404306,"Савченко, Оксана Владимировна",плавание,http://www.wikidata.org/entity/Q583881,орден Дружбы народов,,,Россия
http://www.wikidata.org/entity/Q4404306,"Савченко, Оксана Владимировна",плавание,http://www.wikidata.org/entity/Q32164,заслуженный мастер спорта России,,,Россия
http://www.wikidata.org/entity/Q4404306,"Савченко, Оксана Владимировна",плавание,http://www.wikidata.org/entity/Q4335958,орден Салавата Юлаева,,,Россия
http://www.wikidata.org/entity/Q4404306,"Савченко, Оксана Владимировна",плавание,http://www.wikidata.org/entity/Q2268261,орден Почёта,,,Россия
http://www.wikidata.org/entity/Q240351,Сара Исакович,плавание,http://www.wikidata.org/entity/Q20520760,премия Блоудека,,,Словения
http://www.wikidata.org/entity/Q240351,Сара Исакович,плавание,http://www.wikidata.org/entity/Q2063865,Список спортсменов года в Словении,,,Словения
http://www.wikidata.org/entity/Q19115649,Симона Квадарелла,плавание,http://www.wikidata.org/entity/Q3682699,Золотая цепь спортивных заслуг,,,Италия
http://www.wikidata.org/entity/Q4424614,"Смирнов, Виктор Сергеевич",плавание,http://www.wikidata.org/entity/Q749849,орден «Золотая Звезда»,,,Украина
http://www.wikidata.org/entity/Q4424614,"Смирнов, Виктор Сергеевич",плавание,http://www.wikidata.org/entity/Q29032357,орден «За мужество» III степени,,,Украина
http://www.wikidata.org/entity/Q4424614,"Смирнов, Виктор Сергеевич",плавание,http://www.wikidata.org/entity/Q4375532,Почётный гражданин Донецка,,,Украина
http://www.wikidata.org/entity/Q4424614,"Смирнов, Виктор Сергеевич",плавание,http://www.wikidata.org/entity/Q4533508,юбилейная медаль «20 лет независимости Украины»,,,Украина
http://www.wikidata.org/entity/Q4424614,"Смирнов, Виктор Сергеевич",плавание,http://www.wikidata.org/entity/Q29017281,орден «За заслуги» III степени,,,Украина
http://www.wikidata.org/entity/Q4424614,"Смирнов, Виктор Сергеевич",плавание,http://www.wikidata.org/entity/Q32172,Заслуженный мастер спорта Украины,,,Украина
http://www.wikidata.org/entity/Q4424614,"Смирнов, Виктор Сергеевич",плавание,http://www.wikidata.org/entity/Q29032354,орден «За мужество» II степени,,,Украина
http://www.wikidata.org/entity/Q4424614,"Смирнов, Виктор Сергеевич",плавание,http://www.wikidata.org/entity/Q29017356,орден «За заслуги» II степени,,,Украина
http://www.wikidata.org/entity/Q4424614,"Смирнов, Виктор Сергеевич",плавание,http://www.wikidata.org/entity/Q29032353,орден «За мужество» I степени,,,Украина
http://www.wikidata.org/entity/Q299747,Станислава Станиславовна Комарова,плавание,http://www.wikidata.org/entity/Q19030089,медаль ордена «За заслуги перед Отечеством» II степени,,,Россия
http://www.wikidata.org/entity/Q299747,Станислава Станиславовна Комарова,плавание,http://www.wikidata.org/entity/Q19030089,медаль ордена «За заслуги перед Отечеством» II степени,,,СССР
http://www.wikidata.org/entity/Q7677515,Такаюки Судзуки,плавание,http://www.wikidata.org/entity/Q11605748,медаль Почёта с пурпурной лентой,,,Япония
http://www.wikidata.org/entity/Q81230043,"Тошпулатова, Шохсанамхон Дилшодбек кизи",плавание,http://www.wikidata.org/entity/Q15243454,бронзовая медаль Паралимпийских игр,,,
http://www.wikidata.org/entity/Q234758,Федерика Пеллегрини,плавание,http://www.wikidata.org/entity/Q406039,золотая медаль,,,Италия
http://www.wikidata.org/entity/Q234758,Федерика Пеллегрини,плавание,http://www.wikidata.org/entity/Q847956,серебряная медаль,,,Италия
http://www.wikidata.org/entity/Q234758,Федерика Пеллегрини,плавание,http://www.wikidata.org/entity/Q3682699,Золотая цепь спортивных заслуг,,,Италия
http://www.wikidata.org/entity/Q56043426,"Федина, Марта Вадимовна",плавание,http://www.wikidata.org/entity/Q29561486,орден княгини Ольги III степени,,,Украина
http://www.wikidata.org/entity/Q20737774,Ферри Вертман,плавание,http://www.wikidata.org/entity/Q5442991,рыцарь ордена Оранских-Нассау,,,Королевство Нидерландов
http://www.wikidata.org/entity/Q975249,"Фесиков, Сергей Васильевич",плавание,http://www.wikidata.org/entity/Q19030089,медаль ордена «За заслуги перед Отечеством» II степени,,,Россия
http://www.wikidata.org/entity/Q137575,Флоран Манаду,плавание,http://www.wikidata.org/entity/Q10855271,кавалер ордена Почётного легиона,,,Франция
http://www.wikidata.org/entity/Q18165115,Шивон Хоги,плавание,http://www.wikidata.org/entity/Q4906522,Big Ten Medal of Honor,,,Ирландия
http://www.wikidata.org/entity/Q18165115,Шивон Хоги,плавание,http://www.wikidata.org/entity/Q17004940,Hong Kong Sports Stars Awards,,,Ирландия
http://www.wikidata.org/entity/Q18165115,Шивон Хоги,плавание,http://www.wikidata.org/entity/Q4906522,Big Ten Medal of Honor,,,Китай
http://www.wikidata.org/entity/Q18165115,Шивон Хоги,плавание,http://www.wikidata.org/entity/Q17004940,Hong Kong Sports Stars Awards,,,Китай
http://www.wikidata.org/entity/Q29789513,Юи Охаси,плавание,http://www.wikidata.org/entity/Q11605748,медаль Почёта с пурпурной лентой,,,Япония
http://www.wikidata.org/entity/Q16707628,Яна Трофимец,плавание,http://www.wikidata.org/entity/Q32172,Заслуженный мастер спорта Украины,,,Украина
http://www.wikidata.org/entity/Q26678284,Элизабет Маркс,плавание,http://www.wikidata.org/entity/Q4824493,Australian Natural History Medallion,,1981,США
http://www.wikidata.org/entity/Q6415537,Кирк Торранс,плавание,http://www.wikidata.org/entity/Q107130734,NZ Playwright of the Year,,2003,Новая Зеландия
http://www.wikidata.org/entity/Q144313,Даниель Дьюрта,плавание,http://www.wikidata.org/entity/Q458890,рыцарский крест ордена Заслуг Венгерской Республики,,2004,Венгрия
http://www.wikidata.org/entity/Q144313,Даниель Дьюрта,плавание,http://www.wikidata.org/entity/Q786266,Q786266,,2004,Венгрия
http://www.wikidata.org/entity/Q45659,Лор Манаду,плавание,http://www.wikidata.org/entity/Q10855271,кавалер ордена Почётного легиона,,2004,Франция
http://www.wikidata.org/entity/Q234758,Федерика Пеллегрини,плавание,http://www.wikidata.org/entity/Q14539726,офицер ордена «За заслуги перед Итальянской Республикой»,,2004,Италия
http://www.wikidata.org/entity/Q922338,Эва Риштов,плавание,http://www.wikidata.org/entity/Q1162061,Hungarian Silver Cross,,2004,Венгрия
http://www.wikidata.org/entity/Q261631,Alice Tait,плавание,http://www.wikidata.org/entity/Q9682417,медаль ордена Австралии,,2005,Австралия
http://www.wikidata.org/entity/Q235909,Джессика Шиппер,плавание,http://www.wikidata.org/entity/Q9682417,медаль ордена Австралии,,2005,Австралия
http://www.wikidata.org/entity/Q270663,Лизбет Трикетт,плавание,http://www.wikidata.org/entity/Q9682417,медаль ордена Австралии,,2005,Австралия
http://www.wikidata.org/entity/Q270686,Лизель Джонс,плавание,http://www.wikidata.org/entity/Q9682417,медаль ордена Австралии,,2005,Австралия
http://www.wikidata.org/entity/Q45659,Лор Манаду,плавание,http://www.wikidata.org/entity/Q1061233,Чемпион чемпионов L'Équipe,,2006,Франция
http://www.wikidata.org/entity/Q264225,Кара Линн Джойс,плавание,http://www.wikidata.org/entity/Q89511002,Honda Sports Award for Swimming & Diving,,2007,США
http://www.wikidata.org/entity/Q272920,Лотте Фрийс,плавание,http://www.wikidata.org/entity/Q123493343,Bestsellers Olympiske Håb,,2007,Датское королевство
http://www.wikidata.org/entity/Q2367750,Caroline Burckle,плавание,http://www.wikidata.org/entity/Q89511002,Honda Sports Award for Swimming & Diving,,2008,США
http://www.wikidata.org/entity/Q3664099,Cecilia Camellini,плавание,http://www.wikidata.org/entity/Q14539726,офицер ордена «За заслуги перед Итальянской Республикой»,,2008,Италия
http://www.wikidata.org/entity/Q11980396,Katharina Stiberg,плавание,http://www.wikidata.org/entity/Q1734266,премия Каролины,,2008,Норвегия
http://www.wikidata.org/entity/Q271205,Lacey Nymeyer,плавание,http://www.wikidata.org/entity/Q15889641,серебряная медаль Олимпийских игр,,2008,США
http://www.wikidata.org/entity/Q3588012,Élodie Lorandi,плавание,http://www.wikidata.org/entity/Q13422138,кавалер ордена «За заслуги» (Франция),,2008,Франция
http://www.wikidata.org/entity/Q241487,Алессия Филиппи,плавание,http://www.wikidata.org/entity/Q14539726,офицер ордена «За заслуги перед Итальянской Республикой»,,2008,Италия
http://www.wikidata.org/entity/Q144313,Даниель Дьюрта,плавание,http://www.wikidata.org/entity/Q20439991,Junior Prima,,2008,Венгрия
http://www.wikidata.org/entity/Q5221436,Даниил Владимирович Чуфаров,плавание,http://www.wikidata.org/entity/Q29032357,орден «За мужество» III степени,,2008,Украина
http://www.wikidata.org/entity/Q39562,Майкл Фелпс,плавание,http://www.wikidata.org/entity/Q743122,Спортсмен года «Ассошиэйтед Пресс»,,2008,США
http://www.wikidata.org/entity/Q463457,Раноми Кромовидьойо,плавание,http://www.wikidata.org/entity/Q22987695,Талант года в Нидерландах,,2008,Королевство Нидерландов
http://www.wikidata.org/entity/Q4923064,Сирикития Йенсен,плавание,http://www.wikidata.org/entity/Q106471762,Большая лента ордена Короны Таиланда,,2008,США
http://www.wikidata.org/entity/Q4923064,Сирикития Йенсен,плавание,http://www.wikidata.org/entity/Q106471762,Большая лента ордена Короны Таиланда,,2008,Таиланд
http://www.wikidata.org/entity/Q2891436,Софи Паско,плавание,http://www.wikidata.org/entity/Q23050104,член ордена Заслуг,,2008,Новая Зеландия
http://www.wikidata.org/entity/Q234758,Федерика Пеллегрини,плавание,http://www.wikidata.org/entity/Q14539729,командор ордена «За заслуги перед Итальянской Республикой»,,2008,Италия
http://www.wikidata.org/entity/Q1905445,Angie Bainbridge,плавание,http://www.wikidata.org/entity/Q9682417,медаль ордена Австралии,,2009,Австралия
http://www.wikidata.org/entity/Q1109723,Gergő Kis,плавание,http://www.wikidata.org/entity/Q20439991,Junior Prima,,2009,Венгрия
http://www.wikidata.org/entity/Q8053798,Yip Pin Xiu,плавание,http://www.wikidata.org/entity/Q7195759,Pingat Jasa Gemilang,,2009,Сингапур
http://www.wikidata.org/entity/Q264383,Бронте Барратт,плавание,http://www.wikidata.org/entity/Q9682417,медаль ордена Австралии,,2009,Австралия
http://www.wikidata.org/entity/Q271208,Гальвез Фелисити,плавание,http://www.wikidata.org/entity/Q9682417,медаль ордена Австралии,,2009,Австралия
http://www.wikidata.org/entity/Q231243,Дана Воллмер,плавание,http://www.wikidata.org/entity/Q89511002,Honda Sports Award for Swimming & Diving,,2009,США
http://www.wikidata.org/entity/Q144313,Даниель Дьюрта,плавание,http://www.wikidata.org/entity/Q786266,Q786266,,2009,Венгрия
http://www.wikidata.org/entity/Q144313,Даниель Дьюрта,плавание,http://www.wikidata.org/entity/Q782485,Hungarian Sportspeople of the Year,,2009,Венгрия
http://www.wikidata.org/entity/Q264433,Кайли Палмер,плавание,http://www.wikidata.org/entity/Q9682417,медаль ордена Австралии,,2009,Австралия
http://www.wikidata.org/entity/Q667655,Катинка Хоссу,плавание,http://www.wikidata.org/entity/Q20439991,Junior Prima,,2009,Венгрия
http://www.wikidata.org/entity/Q1803386,Кёбрих Кристель,плавание,http://www.wikidata.org/entity/Q16621569,National Sports Award of Chile,,2009,Чили
http://www.wikidata.org/entity/Q1803386,Кёбрих Кристель,плавание,http://www.wikidata.org/entity/Q6084920,Премия лучшему спортсмену Чили,,2009,Чили
http://www.wikidata.org/entity/Q272920,Лотте Фрийс,плавание,http://www.wikidata.org/entity/Q2312659,Спортсмен года в Дании,,2009,Датское королевство
http://www.wikidata.org/entity/Q271211,Мелани Шлангер,плавание,http://www.wikidata.org/entity/Q9682417,медаль ордена Австралии,,2009,Австралия
http://www.wikidata.org/entity/Q60275,Пауль Бидерман,плавание,http://www.wikidata.org/entity/Q876882,Спортсмен года в Германии,,2009,Германия
http://www.wikidata.org/entity/Q49287,Ребекка Эдлингтон,плавание,http://www.wikidata.org/entity/Q680221,Laureus World Sports Award — Прорыв года,,2009,Великобритания
http://www.wikidata.org/entity/Q228660,Стефани Райс,плавание,http://www.wikidata.org/entity/Q9682417,медаль ордена Австралии,,2009,Австралия
http://www.wikidata.org/entity/Q240668,Эмили Сибом,плавание,http://www.wikidata.org/entity/Q9682417,медаль ордена Австралии,,2009,Австралия
http://www.wikidata.org/entity/Q2371607,Julia Smit,плавание,http://www.wikidata.org/entity/Q89511002,Honda Sports Award for Swimming & Diving,,2010,США
http://www.wikidata.org/entity/Q1704073,Mie Nielsen,плавание,http://www.wikidata.org/entity/Q105974097,Q105974097,,2010,Датское королевство
http://www.wikidata.org/entity/Q9355422,Tamás Sors,плавание,http://www.wikidata.org/entity/Q20439991,Junior Prima,,2010,Венгрия
http://www.wikidata.org/entity/Q843822,Богларка Капаш,плавание,http://www.wikidata.org/entity/Q20439991,Junior Prima,,2010,Венгрия
http://www.wikidata.org/entity/Q667655,Катинка Хоссу,плавание,http://www.wikidata.org/entity/Q458890,рыцарский крест ордена Заслуг Венгерской Республики,,2010,Венгрия
http://www.wikidata.org/entity/Q685007,Bence Biczó,плавание,http://www.wikidata.org/entity/Q20439991,Junior Prima,,2011,Венгрия
http://www.wikidata.org/entity/Q1395659,Triin Aljand,плавание,http://www.wikidata.org/entity/Q1130101,спортсмен года в Эстонии,,2011,Эстония
http://www.wikidata.org/entity/Q7933681,Virdhawal Khade,плавание,http://www.wikidata.org/entity/Q671622,премия «Арджуна»,,2011,Индия
http://www.wikidata.org/entity/Q311061,Александр Дале Оен,плавание,http://www.wikidata.org/entity/Q388826,золотая медаль Aftenposten,,2011,Норвегия
http://www.wikidata.org/entity/Q311061,Александр Дале Оен,плавание,http://www.wikidata.org/entity/Q1859368,Норвежский спортсмен года,,2011,Норвегия
http://www.wikidata.org/entity/Q144313,Даниель Дьюрта,плавание,http://www.wikidata.org/entity/Q786266,Q786266,,2011,Венгрия
http://www.wikidata.org/entity/Q272922,Джанетт Оттесен,плавание,http://www.wikidata.org/entity/Q2312659,Спортсмен года в Дании,,2011,Датское королевство
http://www.wikidata.org/entity/Q667655,Катинка Хоссу,плавание,http://www.wikidata.org/entity/Q89511002,Honda Sports Award for Swimming & Diving,,2011,Венгрия
http://www.wikidata.org/entity/Q501155,Andreas Waschburger,плавание,http://www.wikidata.org/entity/Q24068776,Saarland Athlete of the Year,,2012,Германия
http://www.wikidata.org/entity/Q946416,Clément Lefert,плавание,http://www.wikidata.org/entity/Q10855271,кавалер ордена Почётного легиона,,2012,Франция
http://www.wikidata.org/entity/Q3119035,Margaux Farrell,плавание,http://www.wikidata.org/entity/Q13422138,кавалер ордена «За заслуги» (Франция),,2012,Франция
http://www.wikidata.org/entity/Q2671003,Martina Grimaldi,плавание,http://www.wikidata.org/entity/Q3682699,Золотая цепь спортивных заслуг,,2012,Италия
http://www.wikidata.org/entity/Q1972373,Mylène Lazare,плавание,http://www.wikidata.org/entity/Q13422138,кавалер ордена «За заслуги» (Франция),,2012,Франция
http://www.wikidata.org/entity/Q2039983,Sarah Louise Rung,плавание,http://www.wikidata.org/entity/Q388826,золотая медаль Aftenposten,,2012,Норвегия
http://www.wikidata.org/entity/Q1395659,Triin Aljand,плавание,http://www.wikidata.org/entity/Q1130101,спортсмен года в Эстонии,,2012,Эстония
http://www.wikidata.org/entity/Q4090550,"Бокий, Игорь Александрович",плавание,http://www.wikidata.org/entity/Q94414062,Q94414062,,2012,Беларусь
http://www.wikidata.org/entity/Q144313,Даниель Дьюрта,плавание,http://www.wikidata.org/entity/Q786266,Q786266,,2012,Венгрия
http://www.wikidata.org/entity/Q144313,Даниель Дьюрта,плавание,http://www.wikidata.org/entity/Q782485,Hungarian Sportspeople of the Year,,2012,Венгрия
http://www.wikidata.org/entity/Q144313,Даниель Дьюрта,плавание,http://www.wikidata.org/entity/Q56479277,почётный гражданин Будапешта,,2012,Венгрия
http://www.wikidata.org/entity/Q144313,Даниель Дьюрта,плавание,http://www.wikidata.org/entity/Q458883,командор ордена Заслуг Венгрии,,2012,Венгрия
http://www.wikidata.org/entity/Q5221436,Даниил Владимирович Чуфаров,плавание,http://www.wikidata.org/entity/Q29032354,орден «За мужество» II степени,,2012,Украина
http://www.wikidata.org/entity/Q16236574,Дарья Пикалова,плавание,http://www.wikidata.org/entity/Q19030089,медаль ордена «За заслуги перед Отечеством» II степени,,2012,Россия
http://www.wikidata.org/entity/Q16236574,Дарья Пикалова,плавание,http://www.wikidata.org/entity/Q32164,заслуженный мастер спорта России,,2012,Россия
http://www.wikidata.org/entity/Q312443,Жереми Стравьюс,плавание,http://www.wikidata.org/entity/Q10855271,кавалер ордена Почётного легиона,,2012,Франция
http://www.wikidata.org/entity/Q137579,Камиль Мюффа,плавание,http://www.wikidata.org/entity/Q99526970,Чемпион Франции по версии L'Équipe,,2012,Франция
http://www.wikidata.org/entity/Q254548,Кейтлин Леверенц,плавание,http://www.wikidata.org/entity/Q89511002,Honda Sports Award for Swimming & Diving,,2012,США
http://www.wikidata.org/entity/Q271191,Корали Балми,плавание,http://www.wikidata.org/entity/Q13422138,кавалер ордена «За заслуги» (Франция),,2012,Франция
http://www.wikidata.org/entity/Q39562,Майкл Фелпс,плавание,http://www.wikidata.org/entity/Q743122,Спортсмен года «Ассошиэйтед Пресс»,,2012,США
http://www.wikidata.org/entity/Q6779539,Мэри Фишер,плавание,http://www.wikidata.org/entity/Q23050104,член ордена Заслуг,,2012,Новая Зеландия
http://www.wikidata.org/entity/Q213125,Рута Мейлутите,плавание,http://www.wikidata.org/entity/Q16467857,гранд-офицер ордена «За заслуги перед Литвой»,,2012,Литва
http://www.wikidata.org/entity/Q213125,Рута Мейлутите,плавание,http://www.wikidata.org/entity/Q15243387,золотая медаль Олимпийских игр,,2012,Литва
http://www.wikidata.org/entity/Q238277,Тан И,плавание,http://www.wikidata.org/entity/Q6973758,награда директора Национальных институтов здравоохранения за передовые исследования,,2012,Китай
http://www.wikidata.org/entity/Q129192,Шарлотта Бонне,плавание,http://www.wikidata.org/entity/Q13422138,кавалер ордена «За заслуги» (Франция),,2012,Франция
http://www.wikidata.org/entity/Q922338,Эва Риштов,плавание,http://www.wikidata.org/entity/Q20439206,Q20439206,,2012,Венгрия
http://www.wikidata.org/entity/Q312872,Янник Аньель,плавание,http://www.wikidata.org/entity/Q10855271,кавалер ордена Почётного легиона,,2012,Франция
http://www.wikidata.org/entity/Q3664099,Cecilia Camellini,плавание,http://www.wikidata.org/entity/Q14539729,командор ордена «За заслуги перед Итальянской Республикой»,,2013,Италия
http://www.wikidata.org/entity/Q3741829,Federico Morlacchi,плавание,http://www.wikidata.org/entity/Q14539720,кавалер ордена «За заслуги перед Итальянской Республикой»,,2013,Италия
http://www.wikidata.org/entity/Q2671003,Martina Grimaldi,плавание,http://www.wikidata.org/entity/Q14539720,кавалер ордена «За заслуги перед Итальянской Республикой»,,2013,Италия
http://www.wikidata.org/entity/Q14515413,Michelle Alonso,плавание,http://www.wikidata.org/entity/Q30860334,золотая медаль Королевского ордена Спортивных заслуг,,2013,Испания
http://www.wikidata.org/entity/Q11798068,Oliwia Jabłońska,плавание,http://www.wikidata.org/entity/Q21954203,серебряный крест Заслуги,,2013,Польша
http://www.wikidata.org/entity/Q26232789,Shane Tusup,плавание,http://www.wikidata.org/entity/Q1500883,Hungarian Sports Coach of the Year,,2013,Венгрия
http://www.wikidata.org/entity/Q26232789,Shane Tusup,плавание,http://www.wikidata.org/entity/Q1500883,Hungarian Sports Coach of the Year,,2013,США
http://www.wikidata.org/entity/Q3588012,Élodie Lorandi,плавание,http://www.wikidata.org/entity/Q10855271,кавалер ордена Почётного легиона,,2013,Франция
http://www.wikidata.org/entity/Q4090550,"Бокий, Игорь Александрович",плавание,http://www.wikidata.org/entity/Q110458498,honorary citizen of Babruysk,,2013,Беларусь
http://www.wikidata.org/entity/Q144313,Даниель Дьюрта,плавание,http://www.wikidata.org/entity/Q786266,Q786266,,2013,Венгрия
http://www.wikidata.org/entity/Q144313,Даниель Дьюрта,плавание,http://www.wikidata.org/entity/Q782485,Hungarian Sportspeople of the Year,,2013,Венгрия
http://www.wikidata.org/entity/Q144313,Даниель Дьюрта,плавание,http://www.wikidata.org/entity/Q458902,офицерский крест ордена Заслуг Венгрии,,2013,Венгрия
http://www.wikidata.org/entity/Q6187054,Джессика-Джейн Эпплгейт,плавание,http://www.wikidata.org/entity/Q12201526,член ордена Британской империи,,2013,Великобритания
http://www.wikidata.org/entity/Q117867,Мисси Франклин,плавание,http://www.wikidata.org/entity/Q4896823,Best U.S. Female Olympian ESPY Award,,2013,США
http://www.wikidata.org/entity/Q2891436,Софи Паско,плавание,http://www.wikidata.org/entity/Q15275024,Attitude Sports Performer award,,2013,Новая Зеландия
http://www.wikidata.org/entity/Q2891436,Софи Паско,плавание,http://www.wikidata.org/entity/Q5641141,Halberg awards,,2013,Новая Зеландия
http://www.wikidata.org/entity/Q313891,Чад Ле Кло,плавание,http://www.wikidata.org/entity/Q139858012,Silver Order of Ikhamanga,,2013,ЮАР
http://www.wikidata.org/entity/Q313891,Чад Ле Кло,плавание,http://www.wikidata.org/entity/Q139858012,Silver Order of Ikhamanga,,2013,Маврикий
http://www.wikidata.org/entity/Q922338,Эва Риштов,плавание,http://www.wikidata.org/entity/Q58408345,почётный гражданин Дебрецена,,2013,Венгрия
http://www.wikidata.org/entity/Q233469,Эллисон Шмитт,плавание,http://www.wikidata.org/entity/Q89511002,Honda Sports Award for Swimming & Diving,,2013,США
http://www.wikidata.org/entity/Q18631386,Felicia Lee,плавание,http://www.wikidata.org/entity/Q89511002,Honda Sports Award for Swimming & Diving,,2014,США
http://www.wikidata.org/entity/Q14372104,Heerden Herman,плавание,http://www.wikidata.org/entity/Q1204346,Стипендия Родса,,2014,ЮАР
http://www.wikidata.org/entity/Q6376350,Katherine Downie,плавание,http://www.wikidata.org/entity/Q9682417,медаль ордена Австралии,,2014,Австралия
http://www.wikidata.org/entity/Q26232789,Shane Tusup,плавание,http://www.wikidata.org/entity/Q1500883,Hungarian Sports Coach of the Year,,2014,Венгрия
http://www.wikidata.org/entity/Q26232789,Shane Tusup,плавание,http://www.wikidata.org/entity/Q1500883,Hungarian Sports Coach of the Year,,2014,США
http://www.wikidata.org/entity/Q7782865,Theresa Goh,плавание,http://www.wikidata.org/entity/Q21472651,Зал славы женщин Сингапура,,2014,Сингапур
http://www.wikidata.org/entity/Q8053798,Yip Pin Xiu,плавание,http://www.wikidata.org/entity/Q21472651,Зал славы женщин Сингапура,,2014,Сингапур
http://www.wikidata.org/entity/Q1966907,Yolane Kukla,плавание,http://www.wikidata.org/entity/Q9682417,медаль ордена Австралии,,2014,Австралия
http://www.wikidata.org/entity/Q2075312,Алишия Куттс,плавание,http://www.wikidata.org/entity/Q9682417,медаль ордена Австралии,,2014,Австралия
http://www.wikidata.org/entity/Q2739656,Бриттани Элмсли,плавание,http://www.wikidata.org/entity/Q9682417,медаль ордена Австралии,,2014,Австралия
http://www.wikidata.org/entity/Q318410,Камерон ван дер Бург,плавание,http://www.wikidata.org/entity/Q139858012,Silver Order of Ikhamanga,,2014,ЮАР
http://www.wikidata.org/entity/Q261594,Кейт Кэмпбелл,плавание,http://www.wikidata.org/entity/Q9682417,медаль ордена Австралии,,2014,Австралия
http://www.wikidata.org/entity/Q137374,Кэти Ледеки,плавание,http://www.wikidata.org/entity/Q1061233,Чемпион чемпионов L'Équipe,,2014,США
http://www.wikidata.org/entity/Q117867,Мисси Франклин,плавание,http://www.wikidata.org/entity/Q1648927,Laureus World Sports Award — Спортсменка года,,2014,США
http://www.wikidata.org/entity/Q235315,Сара Шёстрём,плавание,http://www.wikidata.org/entity/Q663431,Jerring Award,,2014,Швеция
